artist,genre,occurrences,track_name
T.Love,Rock,933,Dlatego
Ambulance Ltd,Rock,933,Young Urban
This Will Destroy You,Rock,933,Happiness: We're All In It Together
Jack Johnson,RnB,931,Cupid
Air,Jazz,926,Another Day
Chimaira,Metal,925,Pure Hatred
Peter Doherty,Country,925,Sweet By and By
Moby,Rock,922,Face It
David Soul,Pop,922,Don't Give Up On Us
Method Man,Rap,920,What The Blood Clot
Wire,Rock,919,Ex Lion Tamer
Idle Sons,Rock,919,Little Bit Less
Underoath,Metal,919,814 Stops Today
Type O Negative,Metal,918,Love You to Death
Gentle Giant,Rock,915,Just the Same
Talk Talk,Rock,913,After The Flood
Red Hot Chili Peppers,Blues,913,They're Red Hot
The Early November,Rock,910,Ever So Sweet
Lady Gaga,Jazz,909,Americano
Grand Archives,Rock,909,Sleepdriving
Dragonette,Electronic,907,Jesus Doesn't Love Me
Aeroc,Electronic,907,Idiom
Damien Rice,Rock,906,9 Crimes (Demo)
Spank Rock,Rap,906,Backyard Betty
Art Brut,Rock,905,Direct Hit
The Rolling Stones,Electronic,905,New Faces
Janelle Monáe,Rock,905,Cold War
L'Arc~en~Ciel,Rock,904,Hurry Xmas
Future Leaders of the World,Pop,903,Let Me Out
Helloween,Electronic,901,First Time
Just Surrender,Rock,901,Your Life and Mine
Memory Tapes,Electronic,900,Pink Stones
Aaliyah,Pop,899,One in a Million
The Sundays,Pop,898,Here's Where the Story Ends
Moriarty,Folk,898,whiteman's ballad
Ziggy Marley,Country,898,Cry Cry Cry
Auf Der Maur,Rock,897,Head Unbound
Daniel Powter,Pop,893,Love You Lately
Indila,Rock,892,Run Run
Pianos Become the Teeth,Rap,889,I'll Be Damned
Biosphere,Electronic,887,Tunnel
Phil Vassar,Country,886,Just Another Day In Paradise
Rodrigo y Gabriela,Rock,884,Diem
Holden,Jazz,884,Madrid
Cujo,Electronic,883,Cruzer
The Cribs,Rock,883,Men's Needs
Imogen Heap,Rock,881,Closing In
Dream Theater,Rock,880,Vacant
Ramones,Rock,880,Sheena Is a Punk Rocker
Space Raiders,Electronic,878,Beautiful Crazy
Ritchie Valens,Rock,878,"Come on, Let's Go"
Joan Armatrading,RnB,877,The Weakness In Me
Agnostic Front,Country,876,For My Family
Marco V,Electronic,875,More Than a Life Away
The Long Blondes,Rock,873,Long Blonde
Derek and the Dominos,Rock,873,Keep on Growing
Lucinda Williams,Country,871,Car Wheels On A Gravel Road
Telemetrik,Electronic,871,Cosmos
Teenage Bad Girl,Electronic,870,Tales From The Pigs
Midtown,Rock,867,Knew It All Along
Less Than Jake,Rap,867,Big
Swan Lake,Rock,866,All Fires
Ibrahim Ferrer,Latin,866,Marieta
The Pigeon Detectives,Rock,866,I'm A Liar
Prince,Rock,863,I Feel for You
Diana Krall,Jazz,860,Dancing In The Dark
Gaelic Storm,Folk,859,Heart of the Ocean
Dzihan & Kamien,Electronic,858,Ford Transit
Rascal Flatts,Country,858,Then I Did
Volcano Choir,Rock,858,"Island, IS"
Dynamite Deluxe,Rap,857,Newcomer Des Jahres
Edward Maya,Country,856,This Is My Life
Van Morrison,Pop,851,Come Running
Tonino Carotone,Latin,851,Me Cago en el Amor
Sevendust,Metal,851,Broken Down
The Shoes,Rock,851,Wastin' Time
John Tavener,Rock,847,The Lamb
will.i.am,Rap,847,Ain't it Pretty
Buckethead,Rock,846,Who Me?
Foxy Shazam,Rock,846,The Science Of Love
The Go! Team,Rock,845,The Power Is On
Xandria,Metal,844,Emotional Man
Dilated Peoples,Rap,843,"You Can't Hide, You Can't Run"
Gentleman,Reggae,840,Lonely Days
The Mighty Mighty Bosstones,Reggae,838,The Skeleton Song
Pretty Girls Make Graves,Rock,837,Bring It on Golden Pond
America,Rock,836,Muskrat Love
Mike Oldfield,Jazz,836,Women of Ireland
The Besnard Lakes,Rock,836,Because Tonight
Porcupine Tree,Latin,835,Normal
Foy Vance,Rock,835,Homebird
Sparklehorse,Reggae,834,It's a Wonderful Life
TV on the Radio,Country,834,Family Tree
Nick Cave & Warren Ellis,Rock,833,Rather Lovely Thing
Christina Milian,RnB,833,Gonna Tell Everybody
Rihanna,Rock,832,Unfaithful
The Gories,Rock,831,Sister Ann
IAM,Rap,829,Regarde
Ashley Tisdale,Pop,828,Crank It Up
Primordial,Metal,828,Let The Sun Set On Life Forever
Gossip,Rock,827,Love Long Distance
Ashbury Heights,Electronic,826,Waste of Love
Uffie,Electronic,825,Robot Oeuf
Kleerup,Electronic,825,I Just Want To Make That Sad Boy Smile
Robert Palmer,Rock,825,Every Kinda People
Arctic Monkeys,Pop,825,Fluorescent Adolescent
God Module,Electronic,824,Falling In Space
MU330,Reggae,824,Raw Fish
Brother Ali,Rap,824,Forest Whitiker
A Day to Remember,Jazz,823,1958
Mobb Deep,Rap,823,Up North Trip
The Vandals,Punk,822,Manimal
Fiona Apple,Electronic,821,Paper Bag
Ladytron,Rock,819,Seventeen
Friendly Fires,Electronic,818,Lovesick
The John Butler Trio,Rock,818,One Way Road
Milow,Pop,815,Ayo Technology
The Dears,Rock,815,Warm And Sunny Days
Photek,Electronic,814,Trans 7
Zuco 103,World,814,Outro Lado
Scatman John,Pop,812,Scatman's World
Blank & Jones,Electronic,812,Mind of the Wonderful
Macaco,Latin,809,Se Mueven
Michael Penn,Rock,809,Walter Reed
George Harrison,Rock,807,Behind That Locked Door
The Magnetic Fields,Rock,804,I Thought You Were My Boyfriend
Soft Machine,Rock,802,Why Are We Sleeping?
Yelle,Pop,802,Tu Es Beau
The Runaways,Rock,801,Born To Be Bad
Progression,Electronic,800,Technophobia
Sleep,Rock,797,Sonic Titan
Mouse on Mars,Electronic,797,Subsequence
Slagsmålsklubben,Electronic,795,Vi och Olle
Jason Derülo,Rap,794,Trumpets
Jerrod Niemann,Country,793,"Lover, Lover"
Madonna,Electronic,793,Beat Goes On
Sponge,Rock,791,Molly (Sixteen Candles)
Adelitas Way,Rock,791,Last Stand
Jonny Greenwood,Electronic,790,Clockwork Tin Soldiers
Fingathing,Electronic,789,You Fly Me
Van She,Electronic,789,Kelly
Måns Zelmerlöw,Pop,789,Cara mia
VNV Nation,Rock,789,Space & Time
Fugazi,Rap,789,Long Distance Runner
Wax Tailor,Pop,787,Que Sera
Red House Painters,Rock,787,Japanese to English
Counting Crows,Rock,786,I Wish I Was A Girl
Assemblage 23,Electronic,785,Let The Wind Erase Me
Marek Hemmann,Electronic,785,Junoka
The Vaselines,Rock,785,You Think You're a Man
The Human Abstract,Metal,784,Desiderata
Ciara,Rock,784,Body Party
Aerosmith,Pop,784,Rag Doll
Max Romeo & The Upsetters,Rock,782,Chase the Devil
Jona Lewie,Rock,779,You'll Always Find Me In The Kitchen At Parties
Gui Boratto,Electronic,779,The Blessing
Film School,Rock,779,Lectric
Equilibrium,Rock,778,Verbrannte Erde
Flying Lotus,Pop,777,Dream to Me
Scritti Politti,Rock,777,Perfect Way
Pale Saints,Rock,777,Little Hammer
Gavin DeGraw,Pop,777,More Than Anyone
NB Ridaz,Rap,775,Notice Me
Patricia Kaas,Pop,775,Mon Mec A Moi
She Wants Revenge,RnB,774,Spend The Night
Evergreen Terrace,Metal,774,High Tide Or No Tide
Hacienda,Electronic,773,Late Lounge Lover
The Skatalites,Reggae,772,Confucius
These New Puritans,Rock,772,Infinity ytinifnI
Glen Hansard,Rock,771,Trying to Pull Myself Away
Stevie Wonder,RnB,771,All I Do
The Chariot,Metal,770,Die Interviewer (I Am Only Speaking In German)
Linkin Park,Electronic,770,Keys to the Kingdom
Deathstars,Metal,769,Night Electric Night
Stroke 9,Rock,767,Kick Some Ass
Tristan Prettyman,Folk,767,Always Feel This Way
Primal Scream,Rock,766,Nitty Gritty
Killswitch Engage,Rock,766,Declaration
Chickenfoot,Rock,766,Sexy Little Thing
DeadLock,Metal,766,To Where The Skies Are Blue
Nick Lowe,Rock,764,I Love The Sound Of Breaking Glass
Michael Nyman,New Age,763,All Imperfect Things
Grant Green,Jazz,761,Idle Moments
Chic,Pop,761,Everybody Dance
Way Out West,Electronic,758,Anything But You
Kenny Burrell,Blues,758,Chitlins Con Carne
Gotye,Rock,758,Hearts a Mess
"""Weird Al"" Yankovic",Pop,757,Polka Power!
dEUS,Rock,755,Put The Freaks Up Front
Daedelus,Electronic,754,I Took Two
Martyn,Rock,752,Masks
Cinema Bizarre,Electronic,751,My Obsession
Motörhead,Metal,750,Capricorn
Gojira,RnB,749,The Cell
Cult of Luna,Metal,747,101
Sam Sparro,Pop,747,Recycle It!
The Mamas & the Papas,Rock,747,Got A Feelin'
Little Mix,Rap,746,Salute
Darkside,Rock,746,Metatron
Colbie Caillat,Metal,746,Break Through
Emigrate,Rock,745,Let Me Break
The Divine Comedy,Rock,745,Our Mutual Friend
Cornelius,Electronic,743,2010
As Cities Burn,Rock,743,Bloodsucker Pt. II
Ska-P,Rock,743,Decadencia
Bauhaus,Metal,742,The Sanity Assassin
Municipal Waste,Rock,741,Wrong Answer
Yppah,Electronic,739,We Aim
The Zombies,Pop,735,I Don't Want To Know
Sophie Ellis-Bextor,Pop,734,The Universe Is You
Brian Eno & David Byrne,Electronic,733,Moonlight in Glory
Sarah Brightman,Pop,733,Hijo De La Luna
Artist vs. Poet,Rock,733,"Assurance, Closure"
The Fray,Rock,733,We Build Then We Break
World Party,Rock,733,Way Down Now
I Am Ghost,Rock,730,The Denouement
Queen,Rap,730,Don't Lose Your Head
Cavalera Conspiracy,Reggae,729,Warlord
The Pipettes,Rock,729,Your Kisses Are Wasted On Me
Kinky,Electronic,728,Mirando De Lado
The Subs,Electronic,728,Kiss My Trance
Tarrus Riley,Reggae,727,She's Royal
Guano Apes,Rock,727,Quietly
Foreigner,Rock,727,Double Vision
Ian Brown,Rock,726,My Star
Prince Buster,Reggae,726,Al Capone
Blue Man Group,Rock,725,Synaesthetic
Choking Victim,Reggae,725,Choking Victim
Chet Baker,Jazz,725,That Old Feeling
Wilco,Reggae,724,"Far, Far Away"
Maps,Rock,724,Elouise
Emancipator,Metal,723,Lionheart
Asaf Avidan & The Mojos,Rock,723,A Ghost Before The Wall
ESG,Rock,723,Chistelle
Tiger Army,Rock,723,Trance
Raekwon,Rap,722,Knowledge God
Scary Kids Scaring Kids,Rock,721,Snake Devil
Guns N' Roses,RnB,721,Think About You
Goombay Dance Band,Pop,721,Sun Of Jamaica
Buffalo Springfield,Rock,719,Mr. Soul
Dirty Projectors,Rock,719,Useful Chamber
Chad VanGaalen,Rock,718,Bare Feet on Wet Griptape
Azam Ali,World,718,The Tryst
Beanfield,Electronic,717,Planetary Deadlock
Emmylou Harris,Rock,715,All My Tears
The Byrds,Rock,715,Goin' Back
Katie Melua,Rock,714,Piece by Piece
Vetiver,Rock,714,On The Other Side
Lenka,Rap,713,The Show
Bootsy Collins,RnB,713,Bootzilla
Propagandhi,Punk,713,Natural Disasters
New Order,Pop,711,1963
Poison the Well,Metal,710,Letter Thing
Justin Vernon + Aaron Dessner,Rock,710,Big Red Machine
Móveis Coloniais de Acaju,Rock,710,Aluga-se-vende
Timbuktu,Rap,710,The botten is nådd
Orishas,Rap,709,Tumbando Y Dando
As I Lay Dying,Rock,709,Parallels
Jel,Rap,707,All Day Breakfast
Celtic Frost,Metal,705,Into the Crypts of Rays
Felix da Housecat,Electronic,705,Ready 2 Wear
Taylor Swift,Pop,705,The Way I Loved You
Millencolin,Rock,704,Novo
Rancid,Rock,704,Dope Sick Girl
Tyler Hilton,Rock,701,Meant Something To Me
Cap'n Jazz,Rock,700,Scary Kids Scaring Kids
Pete and the Pirates,Rock,700,Mr Understanding
Earl Sweatshirt,Rock,699,Hive
Kreator,Metal,693,Living In Fear
Fine Young Cannibals,Rock,693,She Drives Me Crazy
There for Tomorrow,Rock,692,A Little Faster
Poisonblack,Metal,692,Raivotar
The Vaughan Brothers,Blues,692,Good Texan
Leonard Cohen,Folk,692,Leaving Green Sleeves
Slowdive,Rock,691,Melon Yellow
Cabas,Latin,691,La Cadena De Oro
Bomb the Bass,Electronic,689,Bug Powder Dust
They Might Be Giants,Rock,689,Your Racist Friend
Tycho,Rock,689,Brother
The Berzerker,Metal,687,No More Reasons
Dntel,Electronic,686,Life Is Full of Possibilities
Amatory,Rock,685,59
She & Him,RnB,684,You Really Got a Hold on Me
Marcel Woods,Electronic,681,Advanced (Original Mix)
Nu:Tone,Jazz,681,Three Bags Full
Bad Religion,Rock,679,No Direction
Black Label Society,Punk,679,Bleed for Me
Camo & Krooked,Electronic,679,Rock Paper Scissors
Papas Da Língua,Reggae,678,Eu Sei
Jets to Brazil,Rock,677,Sweet Avenue
Kindness,Electronic,677,Cyan
Orgy,Metal,676,The Odyssey
Pedro the Lion,Rock,675,Rejoice
Battles,Latin,675,Tonto
Niyaz,World,673,Golzar
The Dead Weather,Rock,672,Old Mary
Timo Maas,Electronic,671,We Are Nothing
4 Non Blondes,Rock,670,Old Mr. Heffer
Commodores,RnB,670,Slippery When Wet
Acceptance,Rock,667,Permanent
From Autumn To Ashes,Rock,667,Mercury Rising
Sexy Sushi,Electronic,666,Princesse voiture
Murcof,Electronic,664,Mes
Enigma,Electronic,662,Dreaming Of Andromeda (Jean F. Cochois Remix)
Taken by Trees,Rock,657,Wapas Karna
Colony 5,Electronic,656,Big Brothel
Pink Floyd,Rap,651,Hey You
Balkan Beat Box,Electronic,650,Digital Monkey
O-Zone,Pop,650,Dragostea Din Tei
Black Sun Empire,Electronic,649,Hyper sun
Ride,Rock,649,All I Can See
Marilyn Manson,Rock,648,Deep Six
After the Burial,Metal,648,Rareform
The Thrills,Rock,647,You Can't Fool Old Friends With Limousines
Roxy Music,Rock,647,Chance Meeting
Memphis May Fire,Electronic,646,The Sinner
Philipp Poisel,Pop,645,Seerosenteich
Rick Ross,Rap,645,Rich Off Cocaine
The Black Ghosts,Electronic,645,Anyway You Choose To Give It (Boy 8 Bit Remix)
Callaghan,Rock,644,El camino
David Holmes,Electronic,642,Gritty Shaker
Matchbook Romance,Rock,642,Tiger Lily
Laurent Garnier,Electronic,640,Cycles d'oppositions
New York Dolls,Rock,640,Lonely Planet Boy
Joss Stone,Pop,640,Security
Loona,Pop,638,Vamos a la Playa
Slash's Snakepit,Rock,636,Dime Store Rock
Kula Shaker,Rock,636,Smart Dogs
Calyx & TeeBee,RnB,636,Pure Gold
The Paris Sisters,Pop,636,I Love How You Love Me
Catatonia,Rock,636,Don't Need the Sunshine
Helmet,Rock,634,Biscuits For Smut
Napalm Death,Metal,633,Continuing War on Stupidity
Zeigeist,Electronic,630,Humanitarianism
The Budos Band,RnB,630,Up From the South
65daysofstatic,Rock,629,Wax Futures
Modeselektor,Pop,628,The Dark Side of the Sun
Justin Bieber,RnB,628,Eenie Meenie
Ane Brun,Folk,628,Sleeping By The Fyris River
Working For A Nuclear Free City,Electronic,627,Dead Fingers Talking
The Heptones,Reggae,627,Cool Rasta
Bernward Koch,New Age,625,Childhood Hour
Emma Bunton,Pop,623,What Took You So Long
The Verve,Electronic,622,Already There
Tomte,Rock,622,Warum ich hier stehe
Angelspit,Electronic,622,Wreak Havoc
Florida Georgia Line,RnB,621,This Is How We Roll
Kasey Chambers,Country,621,Not Pretty Enough
The Honorary Title,Rock,620,Frame By Frame
James Morrison,Pop,620,Undiscovered
Talvin Singh,Electronic,619,Soni
Textures,Metal,618,Regenesis
Marcy Playground,Rock,617,Poppies
Lacuna Coil,Metal,616,Comalies
FC/Kahuna,Electronic,616,Fear Of Guitars
Kim Fox,Rock,616,Ladybug
This Mortal Coil,Rock,614,The Horizon Bleeds and Sucks Its Thumb
Björk,Electronic,614,Unison
Aphrodite's Child,Rock,614,The Wedding Of The Lamb
Familjen,Electronic,613,Det vet du
Os Mutantes,Rock,613,Senhor F
The Sundays,Rock,613,Skin & Bones
Justin Hinds & The Dominoes,Reggae,613,Over The River
Mike Doughty,Rock,612,Looking At The World From The Bottom Of A Well
Tiga,Electronic,611,Welcome To Planet Sexor
Dimmu Borgir,Metal,610,Hybrid Stigmata
Fila Brazillia,Electronic,610,Trivia
Dabrye,Electronic,610,So Scientific
Drowning Pool,Rock,610,Turn So Cold
The Heavy,Rock,608,What You Want Me To Do?
Sade,Rock,607,The Safest Place
Nicholas Gunn,New Age,607,Four Worlds
Yndi Halda,Rock,606,"Illuminate My Heart, My Darling!"
Cephalic Carnage,Metal,605,The Omega Point
Deafheaven,Reggae,605,Please Remember
Donny Hathaway,Rock,605,A Song For You
Carlos Vives,Latin,605,Tu Amor Eterno
Junior Kimbrough,Blues,603,Most Things Haven't Worked Out
Nat King Cole,Jazz,603,The Christmas Song
Guru,Folk,602,Lifesaver
Parkway Drive,Folk,602,Wild Eyes
Linkin Park,Rock,602,What I've Done
Epica,Electronic,601,Sensorium
Lo-Fi-Fnk,Electronic,601,What's On Your Mind?
Archie Bronson Outfit,Rock,601,Cherry Lips
Volumes,Rap,601,Wormholes
Black Stone Cherry,Rock,600,Rain Wizard
Dreadzone,Reggae,600,Captain Dread
Childish Gambino,Rock,600,3005
Chingy,Rap,599,Gettin' It
Pete Rock,Rap,599,Pete's Jazz
dead prez,Rap,598,Mind Sex
Sub Focus,RnB,596,Get On Up
MyChildren MyBride,Metal,596,Waves Of Oppression
The Used,Rock,594,Listening
"Tyler, the Creator",Reggae,594,Tamale
Plan B,Rock,594,She Said
Nick Cave & The Bad Seeds,Electronic,593,Stranger Than Kindness
Black Uhuru,Reggae,593,World Is Africa
Thee Oh Sees,Rock,589,The Dream
Neurosis,Metal,589,Watchfire
Miike Snow,Electronic,588,Archipelago
Paul Simon,Reggae,587,Me And Julio Down By The Schoolyard
Mux Mool,Electronic,585,Death 9000
Menahan Street Band,RnB,585,Make the Road by Walking
Death in June & Boyd Rice,Rock,585,Deeper Than Love
The Feelies,Rock,584,Everybody's Got Something To Hide (Except Me And My Monkey)
DeVotchKa,Rock,584,Transliterator
Joe Jonas,Pop,584,Gotta Find You
Coconut Records,Rock,583,The Thanks I Get
Mirwais,Electronic,582,Naive Song
Monster Magnet,Rock,582,Powertrip
Smif-n-Wessun,Rap,582,K.I.M.
Kathleen Edwards,Country,581,In State
Judy Garland,Country,581,Over the Rainbow
Lightning Bolt,Rock,578,Rain On Lake I'm Swimming In
Penguin Prison,Rock,577,A Funny Thing
The Matches,Rock,576,Papercut Skin
The Lemon Pipers,Pop,574,Green Tambourine
Roudoudou,Electronic,574,Peace and Tranquility to Earth
Travis,Electronic,573,Follow The Light
Meg & Dia,Rock,573,Cardigan Weather
Yonderboi,Electronic,573,Love Hides
Hollywood Undead,Country,573,Young
blink-182,Pop,572,Boring
The Apples in Stereo,Rock,572,7 Stars
American Head Charge,Metal,571,Never Get Caught
Diablo Swing Orchestra,Metal,571,Stratosphere Serenade
Giant Drag,Rock,570,Kevin Is Gay
Devil's Gift,Rock,570,Beautiful You
Phosphorescent,Folk,569,Reasons to Quit
Led Zeppelin,Punk,566,Stairway to Heaven
H-Blockx,Rock,566,Countdown To Insanity
Emmure,Rock,565,Smokey
Bent,Electronic,565,I Love My Man
State Radio,Rock,565,Black Cab Motorcade
Stephen Marley,Reggae,565,Chase Dem
Finch,Rock,564,The Casket Of Roderic Usher
Spor,Electronic,564,Kaori
Zach Gill,Rock,563,Beautiful Reason
Young Galaxy,Rock,563,Swing Your Heartache
*NSYNC,Pop,563,This I Promise You
Bag Raiders,Rock,562,Shooting Stars
Horse Feathers,Folk,562,Helen
Nneka,RnB,562,Suffri
Super Furry Animals,Rock,562,Alternate Route To Vulcan Street
Theatre of Tragedy,Metal,562,Monotonë
Coal Chamber,Metal,561,Shock The Monkey
The Smashing Pumpkins,Pop,561,Quiet
Bolt Thrower,Metal,561,Cenotaph
Kiss,Country,561,Calling Dr. Love
Small Black,Rock,560,Despicable Dogs
King,Rock,559,Love & Pride
The 5.6.7.8's,Rock,557,The Barracuda
Sezen Aksu,Pop,557,Beni Unutma
Chairmen Of The Board,RnB,556,Give Me Just A Little More Time
Stars,RnB,556,Personal
Brookes Brothers,Electronic,553,Tear You Down
Threat Signal,Metal,553,As I Destruct
EMF,RnB,553,Unbelievable
INXS,Rock,552,Bitter Tears
12 Stones,Rock,552,Soulfire
Lene Marlin,Pop,552,Unforgivable Sinner
Tipper,Electronic,552,Adrift for Days
Paradise Lost,Rock,551,Lydia
Sascha Funke,Electronic,551,Semi
Chromatics,Electronic,550,Tick Of The Clock
U.S.D.A.,Rap,549,White Girl
METZ,Rock,547,The Mule
Touché Amoré,Pop,546,Harbor
Thirteen Senses,Rock,546,Saving
American Football,Rock,546,Stay Home
My Chemical Romance,Reggae,546,Mama
Sam Cooke,RnB,546,Bring It on Home to Me
Espen Lind,Pop,545,When Susannah Cries
Ramones,Pop,544,"Baby, I Love You"
St. Lucia,Rock,544,Dancing On Glass
Filter,Rock,543,Dose
The Word Alive,Rock,542,Casanova Rodeo
Prem Joshua,World,541,Funky Guru
The Spinners,RnB,539,One Of A Kind (Love Affair)
Juno Reactor,Rock,538,Giant
Mr. Bungle,Rap,537,After School Special
Blue Foundation,Electronic,537,Distant Dreams
Bonobo,Rock,536,Days To Come
Ochre,Electronic,534,Open Top
Michael Jackson,Rock,534,Keep the Faith
The War on Drugs,Electronic,534,The Animator
Little River Band,Rock,534,Man On Your Mind
The Veils,Rock,532,Vicious Traditions
Rancid,Punk,532,Liberty and Freedom
Keith Anderson,Country,531,Pickin' Wildflowers
Dire Straits,Metal,531,One World
Supreme Beings of Leisure,Rock,530,Last Girl on Earth
Arkona,Rock,530,Rus' Iznachal'naya
The Psychedelic Furs,Rock,529,President Gas
Iced Earth,Pop,529,Jack
Collin Raye,Country,529,"One Boy, One Girl"
Zoot Woman,Electronic,529,We Won't Break
Stone Sour,Rock,529,Get Inside
Deva Premal,New Age,528,Om Namah Shivaya
Enter Shikari,Rock,527,Stalemate
Reptar,Rock,527,Sebastian
Raimundos,Rock,526,A Mais Pedida
De-Phazz,Punk,526,Anchorless
Everlast,Rock,526,Blinded By The Sun
Kansas,Rock,526,Opus Insert
Ektomorf,Metal,526,Fuck You All
Air,Rock,525,Seven Stars
Good Shoes,Rock,524,The Photos On My Wall
22-20s,Rock,524,22 Days
Cartel,Rock,523,The Fortunate
Republica,Rock,522,Drop Dead Gorgeous
The Blood Brothers,Rock,522,Love Rhymes With Hideous Car Wreck
Utada,Pop,522,Wonder 'Bout
Suicide Silence,Metal,521,Hands Of A Killer
Five Iron Frenzy,Reggae,519,Superpowers
Wizo,Punk,519,Tod Im Freibad
Story of the Year,Electronic,518,Meathead
The Little Willies,Country,518,Easy As The Rain
Týr,Reggae,518,Rainbow Warrior
The Pogues,Folk,517,Thousands Are Sailing
Gyllene Tider,Pop,517,Sommartider
Fennesz,Electronic,516,Badminton Girl
Prince,Electronic,516,Head
LaVern Baker & Jimmy Ricks,Jazz,515,You're The Boss
Rush,Pop,515,Carnies
Johnny Bristol,RnB,515,Hang On In There Baby
Stefanie Heinzmann,Pop,514,My Man Is A Mean Man
Billy Cobham,Jazz,514,Stratus
Slum Village,Rap,512,Players
Thomas Dutronc,Jazz,512,J'Aime Plus Paris
Samy Deluxe,Rap,510,Der Beste
Elvenking,Rock,508,Disillusion's Reel
David Byrne,Rock,507,"Glass, Concrete & Stone"
NOFX,Rock,507,The Cause
Sister Hazel,Metal,507,All For You
Dua Lipa,Rock,506,Be The One
嶺川貴子,Pop,504,FANTASTIC CAT
Here We Go Magic,Rock,504,Collector
Terrorizer,Metal,504,Strategic Warheads
Natasha Bedingfield,Pop,502,Not Givin' Up
Uncle Tupelo,Country,502,Still Be Around
Freedom Call,Metal,501,Ages of Power
Jon McLaughlin,Pop,500,For You From Me
Moderat,Pop,499,This Time
At the Gates,Metal,499,The Scar
Whitney Houston,Pop,499,So Emotional
Modest Mouse,Electronic,498,Invisible
Jarvis Cocker,Rock,498,Baby's Coming Back To Me
Rubén González,Latin,498,Choco's Guajira
The Tremeloes,Rock,497,Silence Is Golden
